Name,School,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SOS,Year,Pos,Age,NBATRB,NBAAST,NBASTL,NBABLK,NBAPTS
Briante Weber,VCU,127.0,65.0,23.3,2.3,5.5,0.426,2.0,4.3,0.466,0.3,1.1,0.274,1.8,2.4,0.769,0.8,2.5,3.3,3.0,2.9,0.2,1.5,2.2,6.8,4.0,2016,PG,23,3.6,3.0,1.3,0.4,4.4
Alan Williams,Wake Forest,29.0,0.0,2.0,0.3,0.7,0.429,0.2,0.4,0.5,0.1,0.3,0.333,0.2,0.3,0.75,0.0,0.3,0.4,0.1,0.1,0.0,0.0,0.2,0.9,9.69,2016,PF,23,3.8,0.5,0.4,0.5,2.9
Justise Winslow,Duke,39.0,39.0,29.1,4.4,9.1,0.486,3.3,6.3,0.516,1.2,2.8,0.418,2.6,4.0,0.6409999999999999,1.3,5.2,6.5,2.1,1.3,0.9,1.8,2.8,12.6,9.87,2016,SF,19,5.2,1.5,0.9,0.3,6.4
Christian Wood,UNLV,63.0,34.0,23.3,3.7,7.8,0.477,3.2,5.6,0.561,0.6,2.2,0.261,2.3,3.1,0.747,1.9,4.9,6.8,0.8,0.3,1.9,1.5,2.1,10.4,3.07,2016,PF,20,2.2,0.2,0.3,0.4,3.6
Delon Wright,Utah,68.0,68.0,34.8,5.0,9.3,0.535,4.4,7.5,0.594,0.6,1.9,0.299,4.5,5.5,0.8140000000000001,1.1,4.7,5.8,5.2,2.3,1.1,2.2,1.6,15.0,6.82,2016,PG,23,1.4,1.1,0.3,0.1,3.8
Joe Young,Canisius,29.0,10.0,13.5,1.4,3.7,0.377,0.8,2.0,0.407,0.6,1.6,0.34,0.5,0.7,0.737,0.6,1.2,1.8,0.6,0.6,0.1,0.7,1.5,3.8,-1.8,2016,PG,23,1.2,1.6,0.4,0.0,3.8
Ron Baker,Wichita State,124.0,121.0,30.6,4.2,9.7,0.433,2.3,4.4,0.509,2.0,5.3,0.369,2.8,3.5,0.8009999999999999,0.8,3.4,4.2,2.8,1.3,0.6,1.4,1.7,13.2,3.94,2017,SG,23,1.9,2.1,0.7,0.2,4.1
Wade Baldwin,Vanderbilt,68.0,54.0,29.6,3.4,8.0,0.431,2.2,5.1,0.436,1.2,2.9,0.422,3.5,4.4,0.8,0.4,3.6,4.1,4.8,1.3,0.2,2.3,2.5,11.6,7.45,2017,PG,20,1.4,1.8,0.5,0.2,3.2
Malik Beasley,Florida State,34.0,33.0,29.8,5.4,11.6,0.471,3.8,7.4,0.518,1.6,4.2,0.387,3.1,3.8,0.813,1.3,4.0,5.3,1.5,0.9,0.2,1.7,2.2,15.6,8.16,2017,SG,20,0.8,0.5,0.3,0.0,3.8
Ben Bentil,Providence,69.0,56.0,27.9,4.7,10.2,0.455,3.8,7.5,0.503,0.9,2.7,0.324,3.6,4.8,0.7609999999999999,2.5,3.8,6.3,0.9,0.6,0.7,1.6,2.7,13.8,8.98,2017,PF,21,0.7,0.0,0.0,0.0,0.0
Joel Bolomboy,Weber State,130.0,90.0,28.8,3.8,7.2,0.528,3.5,6.4,0.547,0.3,0.7,0.371,3.6,5.0,0.713,3.2,6.9,10.1,0.7,0.6,1.4,2.0,2.3,11.4,-4.62,2017,PF,23,1.4,0.2,0.1,0.2,1.8
Malcolm Brogdon,Virginia,136.0,109.0,30.6,4.4,10.3,0.43,3.1,6.6,0.466,1.4,3.7,0.365,3.1,3.5,0.8759999999999999,0.6,3.5,4.1,2.5,0.9,0.2,1.5,1.8,13.3,7.76,2017,SG,24,2.8,4.2,1.1,0.2,10.2
Jaylen Brown,California,34.0,34.0,27.6,4.8,11.1,0.431,3.9,8.1,0.482,0.9,3.0,0.294,4.2,6.4,0.654,1.1,4.3,5.4,2.0,0.8,0.6,3.1,3.2,14.6,7.87,2017,SF,20,2.8,0.8,0.4,0.2,6.6
Marquese Chriss,Washington,34.0,34.0,24.9,5.3,9.9,0.53,4.6,8.2,0.568,0.6,1.8,0.35,2.6,3.8,0.682,2.5,2.9,5.4,0.8,0.9,1.6,2.0,4.1,13.7,8.12,2017,PF,19,4.2,0.7,0.8,0.9,9.2
Semaj Christon,Xavier,64.0,63.0,34.8,5.7,12.3,0.462,5.3,11.1,0.476,0.4,1.2,0.338,4.4,6.6,0.67,0.3,2.5,2.8,4.4,1.4,0.2,3.1,2.4,16.2,6.55,2017,PG,24,1.4,2.0,0.4,0.1,2.9
Quinn Cook,Duke,143.0,99.0,28.2,3.7,8.6,0.4320000000000001,2.1,4.2,0.4920000000000001,1.7,4.4,0.375,1.9,2.2,0.853,0.4,2.3,2.7,3.6,1.1,0.1,1.4,1.8,11.0,9.07,2017,PG,23,0.5,1.9,0.3,0.0,5.6
Malcolm Delaney,Virginia Tech,136.0,125.0,34.5,4.7,11.7,0.401,2.7,6.3,0.4320000000000001,1.9,5.3,0.363,5.3,6.3,0.845,0.8,2.7,3.5,4.0,1.3,0.2,2.8,2.7,16.6,6.21,2017,PG,27,1.7,2.6,0.5,0.0,5.4
Kris Dunn,Providence,95.0,83.0,31.5,4.5,9.9,0.45,3.7,7.8,0.476,0.8,2.2,0.354,3.1,4.5,0.693,1.1,4.0,5.1,5.8,2.2,0.4,3.3,2.9,12.8,8.09,2017,PG,22,2.1,2.4,1.0,0.5,3.8
Henry Ellenson,Marquette,33.0,33.0,33.5,5.9,13.2,0.446,5.0,10.0,0.495,0.9,3.2,0.28800000000000003,4.3,5.8,0.7490000000000001,2.2,7.6,9.7,1.8,0.8,1.5,2.4,2.5,17.0,5.57,2017,PF,20,2.2,0.4,0.1,0.1,3.2
Joel Embiid,Kansas,28.0,20.0,23.1,3.8,6.1,0.626,3.8,5.9,0.639,0.0,0.2,0.2,3.5,5.1,0.685,2.3,5.8,8.1,1.4,0.9,2.6,2.4,3.4,11.2,11.4,2017,C,22,7.8,2.1,0.9,2.5,20.2
Patricio Garino,George Washington,129.0,117.0,30.1,4.4,8.7,0.508,3.6,6.5,0.556,0.8,2.2,0.364,2.4,3.6,0.6709999999999999,1.6,2.8,4.3,1.7,1.7,0.7,2.2,2.6,12.0,3.73,2017,SG,23,1.4,0.0,0.0,0.0,0.0
Marcus Georges-Hunt,Georgia Tech,130.0,129.0,30.9,4.4,10.1,0.433,3.4,7.3,0.474,0.9,2.9,0.329,3.6,4.8,0.7490000000000001,1.5,2.9,4.5,2.2,0.9,0.2,1.7,2.4,13.3,7.08,2017,SG,22,1.8,0.6,0.2,0.0,2.8
Jonathan Gibson,New Mexico State,131.0,96.0,24.5,4.0,9.3,0.436,2.1,4.3,0.48,2.0,5.0,0.398,1.7,2.2,0.758,0.4,1.6,1.9,1.8,1.0,0.0,1.6,1.9,11.8,0.16,2017,PG,29,1.3,1.5,0.5,0.0,6.2
Treveon Graham,VCU,140.0,102.0,25.4,4.4,10.2,0.4320000000000001,3.0,6.2,0.483,1.4,4.0,0.354,3.2,4.6,0.691,2.1,3.7,5.8,1.4,0.8,0.2,1.4,2.1,13.4,4.0,2017,SG,23,0.8,0.2,0.2,0.0,2.1
Andrew Harrison,Kentucky,79.0,78.0,28.6,2.8,7.6,0.3720000000000001,1.9,5.2,0.374,0.9,2.4,0.3670000000000001,3.6,4.6,0.777,0.6,2.1,2.7,3.8,0.8,0.2,2.2,2.4,10.1,9.28,2017,PG,22,1.9,2.8,0.7,0.3,5.9
Buddy Hield,Oklahoma,132.0,118.0,31.7,5.9,13.2,0.448,3.3,6.5,0.508,2.6,6.8,0.39,2.8,3.4,0.836,1.6,3.4,5.0,1.9,1.3,0.3,2.2,2.0,17.4,9.28,2017,SG,24,3.3,1.5,0.5,0.1,10.6
Brandon Ingram,Duke,36.0,34.0,34.6,5.9,13.4,0.442,3.7,8.0,0.464,2.2,5.4,0.41,3.2,4.7,0.682,1.9,4.9,6.8,2.0,1.1,1.4,2.0,2.1,17.3,10.59,2017,SF,19,4.0,2.1,0.6,0.5,9.4
Demetrius Jackson,Pacific,57.0,50.0,29.1,4.2,10.4,0.402,2.5,5.6,0.447,1.7,4.8,0.348,3.3,4.0,0.8370000000000001,0.4,2.4,2.8,3.3,1.1,0.1,3.4,2.6,13.4,-1.12,2017,PG,22,0.8,0.6,0.0,0.0,2.0
Pierre Jackson,Baylor,74.0,55.0,32.8,5.3,11.9,0.441,3.1,6.4,0.496,2.1,5.6,0.379,4.0,5.0,0.8079999999999999,0.8,2.5,3.3,6.5,1.6,0.0,3.5,2.3,16.7,7.58,2017,PG,25,1.1,2.4,0.3,0.0,4.4
Damian Jones,Vanderbilt,99.0,95.0,27.1,5.1,9.1,0.5660000000000001,5.1,9.0,0.57,0.0,0.1,0.125,3.0,5.3,0.565,2.1,4.3,6.4,0.7,0.4,1.7,2.0,3.0,13.3,7.13,2017,C,21,2.3,0.0,0.1,0.4,1.9
Skal Labissiere,Kentucky,36.0,18.0,15.8,2.7,5.3,0.516,2.7,5.2,0.521,0.0,0.1,0.0,1.1,1.7,0.6609999999999999,1.0,2.2,3.1,0.3,0.3,1.6,0.9,3.0,6.6,8.84,2017,PF,20,4.9,0.8,0.5,0.4,8.8
Jake Layman,Maryland,141.0,115.0,27.9,3.4,7.7,0.445,2.0,3.8,0.53,1.4,3.9,0.362,1.9,2.6,0.759,1.1,3.7,4.8,1.1,0.9,0.8,1.4,1.9,10.2,7.17,2017,SF,22,0.7,0.3,0.3,0.1,2.2
Caris LeVert,Michigan,103.0,70.0,26.4,3.6,8.2,0.434,2.3,4.9,0.456,1.3,3.2,0.401,2.0,2.6,0.77,0.4,3.2,3.5,2.7,0.9,0.2,1.3,1.5,10.4,9.3,2017,SF,22,3.3,1.9,0.9,0.1,8.2
Shawn Long,Louisiana,135.0,131.0,29.8,6.5,12.8,0.503,5.6,10.4,0.541,0.8,2.4,0.341,3.6,5.3,0.6759999999999999,3.4,7.3,10.7,1.1,0.7,2.0,2.4,3.1,17.3,-2.01,2017,C,24,4.7,0.7,0.5,0.5,8.2
Patrick McCaw,UNLV,65.0,48.0,31.7,4.2,9.6,0.439,2.3,4.3,0.527,1.9,5.2,0.3670000000000001,1.9,2.5,0.753,0.9,3.3,4.2,3.3,2.0,0.4,1.9,1.9,12.2,3.28,2017,SG,21,1.4,1.1,0.5,0.2,4.0
Rodney McGruder,Kansas State,135.0,100.0,27.4,4.2,9.3,0.452,2.8,5.7,0.498,1.4,3.7,0.381,1.9,2.5,0.759,1.9,3.0,4.8,1.4,0.9,0.3,1.3,1.5,11.7,8.19,2017,SG,25,3.3,1.6,0.6,0.2,6.4
Dejounte Murray,Washington,34.0,34.0,33.5,5.9,14.3,0.416,4.9,10.8,0.457,1.0,3.5,0.28800000000000003,3.2,4.9,0.6629999999999999,1.4,4.6,6.0,4.4,1.8,0.3,3.2,2.6,16.1,8.12,2017,PG,20,1.1,1.3,0.2,0.2,3.4
Jamal Murray,Kentucky,36.0,36.0,35.2,6.8,14.9,0.454,3.6,7.3,0.502,3.1,7.7,0.408,3.3,4.2,0.7829999999999999,1.5,3.7,5.2,2.2,1.0,0.3,2.3,2.1,20.0,8.84,2017,SG,19,2.6,2.1,0.6,0.3,9.9
Maurice Ndour,Ohio,66.0,60.0,32.3,5.2,10.5,0.498,4.6,8.8,0.52,0.7,1.8,0.388,3.6,4.8,0.757,1.9,5.7,7.6,1.6,0.8,1.9,2.7,2.7,14.8,-0.36,2017,PF,24,2.0,0.3,0.5,0.3,3.1
Georges Niang,Iowa State,138.0,126.0,29.8,6.2,12.3,0.5,4.8,8.7,0.5529999999999999,1.4,3.6,0.375,2.5,3.2,0.763,1.2,4.0,5.2,3.1,0.7,0.5,2.3,3.1,16.1,8.83,2017,PF,23,0.7,0.2,0.1,0.0,0.9
David Nwaba,Cal Poly,88.0,77.0,26.0,4.2,9.0,0.473,4.2,8.7,0.483,0.0,0.3,0.16699999999999998,3.4,5.2,0.65,1.9,3.4,5.3,2.0,1.1,0.6,1.6,2.0,11.9,1.01,2017,SG,24,3.2,0.7,0.7,0.4,6.0
Daniel Ochefu,Villanova,141.0,110.0,21.7,2.9,4.8,0.6,2.9,4.7,0.604,0.0,0.0,0.0,1.5,2.4,0.622,2.1,4.5,6.6,1.3,0.8,1.3,1.6,2.3,7.2,8.32,2017,C,23,1.2,0.2,0.1,0.0,1.3
Chinanu Onuaku,Louisville,66.0,55.0,21.0,2.8,4.5,0.619,2.8,4.4,0.621,0.0,0.0,0.0,0.7,1.3,0.547,2.4,4.0,6.4,1.1,0.8,1.6,1.7,2.7,6.2,8.36,2017,C,20,2.0,0.6,0.6,0.2,2.8
Marshall Plumlee,Duke,124.0,36.0,14.3,1.3,1.9,0.665,1.2,1.9,0.664,0.0,0.0,1.0,0.9,1.7,0.555,1.6,2.2,3.8,0.5,0.4,0.8,0.5,1.5,3.4,9.62,2017,C,24,2.4,0.5,0.2,0.2,1.9
Jakob Poeltl,Utah,70.0,70.0,26.9,5.1,7.7,0.6579999999999999,5.1,7.7,0.659,0.0,0.0,0.0,3.1,5.2,0.605,2.8,5.2,8.0,1.3,0.5,1.7,1.8,2.4,13.3,8.1,2017,C,21,3.1,0.2,0.3,0.4,3.1
Alex Poythress,Kentucky,112.0,62.0,22.1,3.2,5.8,0.551,2.9,4.9,0.595,0.3,0.9,0.302,2.0,2.9,0.6859999999999999,1.8,3.5,5.3,0.5,0.4,0.7,1.3,2.7,8.6,8.3,2017,PF,23,4.8,0.8,0.5,0.3,10.7
Tim Quarterman,LSU,99.0,44.0,24.9,2.7,6.9,0.397,1.7,3.7,0.471,1.0,3.2,0.31,1.9,2.9,0.66,1.2,2.7,3.9,3.1,1.0,0.4,1.7,2.2,8.4,6.41,2017,SG,22,0.9,0.7,0.1,0.2,1.9
Chasson Randle,Stanford,144.0,142.0,33.3,5.3,12.3,0.428,3.2,6.9,0.462,2.1,5.5,0.386,3.8,4.8,0.8059999999999999,0.5,2.8,3.3,2.5,1.2,0.1,2.3,2.7,16.5,6.92,2017,PG,23,1.2,1.3,0.3,0.1,5.3
Malachi Richardson,Syracuse,37.0,37.0,34.4,4.1,11.1,0.369,2.0,5.1,0.388,2.1,6.1,0.353,3.1,4.2,0.72,0.5,3.8,4.3,2.1,1.1,0.3,2.1,2.5,13.4,9.75,2017,SG,21,1.0,0.5,0.2,0.0,3.6
Domantas Sabonis,Gonzaga,74.0,32.0,26.6,5.2,8.2,0.632,5.1,8.0,0.638,0.1,0.2,0.35700000000000004,3.1,4.2,0.7290000000000001,2.6,6.8,9.4,1.3,0.5,0.6,2.0,3.0,13.5,4.67,2017,PF,20,3.6,1.0,0.5,0.4,5.9
Wayne Selden,Kansas,109.0,108.0,29.5,3.9,8.9,0.436,2.4,4.8,0.494,1.5,4.1,0.366,1.8,2.8,0.632,0.9,2.1,3.0,2.6,0.7,0.4,1.9,2.0,11.0,11.58,2017,SG,22,1.1,0.9,0.4,0.1,5.1
Pascal Siakam,New Mexico State,68.0,61.0,32.7,6.5,11.8,0.551,6.4,11.5,0.5589999999999999,0.0,0.3,0.17600000000000002,3.5,5.0,0.711,3.6,6.1,9.7,1.5,0.9,2.0,1.9,2.6,16.6,-3.6,2017,PF,22,3.4,0.3,0.5,0.8,4.2
Isaiah Taylor,Texas,92.0,92.0,30.8,4.5,11.1,0.404,4.1,9.8,0.419,0.4,1.3,0.294,4.3,5.4,0.792,0.4,2.7,3.1,4.5,1.0,0.1,2.3,2.5,13.6,9.98,2017,PG,22,0.8,0.8,0.3,0.3,0.8
Mike Tobey,Virginia,138.0,48.0,16.3,2.9,5.4,0.531,2.8,5.3,0.537,0.0,0.1,0.316,1.0,1.5,0.7040000000000001,1.6,2.4,4.0,0.4,0.2,0.7,0.8,1.9,6.8,7.76,2017,C,22,1.5,0.5,0.0,0.0,1.0
Tyler Ulis,Kentucky,72.0,35.0,30.1,3.6,8.4,0.4270000000000001,2.4,5.1,0.462,1.2,3.3,0.371,2.9,3.4,0.846,0.5,1.9,2.4,5.3,1.2,0.1,1.5,1.7,11.3,8.76,2017,PG,21,1.6,3.7,0.8,0.1,7.3
Jarrod Uthoff,Iowa,100.0,67.0,26.5,4.6,10.2,0.45,3.2,6.6,0.486,1.4,3.6,0.383,2.5,3.1,0.795,1.5,4.3,5.8,1.2,0.8,1.8,1.0,1.4,13.0,8.18,2017,PF,23,2.4,1.0,0.2,0.4,4.4
Denzel Valentine,Michigan State,144.0,116.0,29.0,4.0,9.1,0.442,2.2,4.6,0.476,1.8,4.5,0.408,1.5,2.0,0.779,1.1,4.8,5.9,4.4,0.9,0.3,2.2,2.1,11.4,9.21,2017,SG,23,2.6,1.1,0.5,0.1,5.1
Okaro White,Florida State,139.0,94.0,24.6,3.4,6.8,0.494,2.9,5.3,0.542,0.5,1.5,0.327,2.9,3.6,0.799,1.8,3.2,5.1,0.7,0.7,0.8,1.6,2.9,10.1,7.36,2017,PF,24,2.3,0.6,0.3,0.3,2.8
Isaiah Whitehead,Seton Hall,56.0,52.0,30.5,5.1,13.6,0.375,3.0,7.8,0.387,2.1,5.8,0.359,3.5,4.6,0.757,0.7,3.0,3.7,4.5,1.3,1.1,3.4,2.3,15.8,7.92,2017,PG,21,2.5,2.6,0.6,0.5,7.4
Jarrett Allen,Texas,33.0,33.0,32.2,5.4,9.6,0.5660000000000001,5.4,9.4,0.579,0.0,0.2,0.0,2.5,4.5,0.564,3.0,5.4,8.4,0.8,0.6,1.5,2.5,2.1,13.4,12.75,2018,C,19,5.4,0.7,0.4,1.2,8.2
Kadeem Allen,Arizona,68.0,61.0,27.5,3.0,6.6,0.459,2.3,4.8,0.482,0.7,1.8,0.4,2.3,3.1,0.725,0.3,3.3,3.6,3.3,1.3,0.7,2.0,2.4,9.1,7.43,2018,PG,25,0.6,0.7,0.2,0.1,1.1
OG Anunoby,Indiana,50.0,10.0,17.4,2.7,4.8,0.563,2.1,3.3,0.652,0.5,1.5,0.365,0.9,1.8,0.522,1.4,2.1,3.5,0.8,1.0,0.9,1.1,1.7,6.8,7.53,2018,SF,20,2.5,0.7,0.7,0.2,5.9
Ryan Arcidiacono,Villanova,144.0,142.0,31.9,3.4,8.5,0.397,1.6,3.5,0.453,1.8,5.1,0.358,2.6,3.2,0.8,0.3,2.0,2.3,3.7,1.2,0.0,1.8,2.0,11.1,8.32,2018,PG,23,1.0,1.5,0.5,0.0,2.0
Jamel Artis,Pitt,135.0,98.0,27.6,4.3,9.1,0.47,3.0,5.8,0.524,1.3,3.3,0.378,2.7,3.6,0.759,1.4,3.3,4.6,2.3,0.5,0.3,1.9,1.8,12.6,8.68,2018,SG,25,2.5,1.2,0.1,0.2,5.1
Dwayne Bacon,Florida State,69.0,67.0,28.8,6.1,13.5,0.449,4.8,9.3,0.51,1.3,4.1,0.312,3.1,4.2,0.733,1.2,3.8,5.0,1.6,1.0,0.1,2.1,1.9,16.5,8.52,2018,SG,22,2.3,0.7,0.3,0.0,3.3
Lonzo Ball,UCLA,36.0,36.0,35.1,5.3,9.5,0.551,3.0,4.1,0.732,2.2,5.4,0.412,1.8,2.7,0.6729999999999999,0.9,5.1,6.0,7.6,1.8,0.8,2.5,1.8,14.6,6.39,2018,PG,20,6.9,7.2,1.7,0.8,10.2
Jordan Bell,Oregon,105.0,62.0,24.7,3.3,5.4,0.61,3.3,5.2,0.622,0.0,0.2,0.188,1.2,1.8,0.63,2.1,4.7,6.8,1.5,1.1,2.2,1.5,2.3,7.8,8.23,2018,C,23,3.6,1.8,0.6,1.0,4.6
Jabari Bird,California,114.0,80.0,26.4,3.9,8.9,0.442,2.3,4.5,0.512,1.6,4.4,0.371,1.2,1.6,0.753,0.8,2.5,3.3,1.2,0.5,0.3,1.2,1.7,10.8,6.95,2018,SG,23,1.5,0.6,0.2,0.1,3.0
Antonio Blakeney,LSU,64.0,54.0,31.8,5.2,11.7,0.444,3.5,6.9,0.51,1.6,4.7,0.34700000000000003,2.8,3.8,0.736,0.9,3.2,4.1,1.3,0.7,0.1,1.4,1.5,14.8,7.85,2018,SG,21,1.7,1.1,0.4,0.1,7.9
Chris Boucher,Oregon,69.0,47.0,24.8,4.3,8.2,0.532,3.3,5.0,0.65,1.1,3.2,0.344,2.2,3.4,0.6409999999999999,2.3,4.5,6.8,0.4,0.6,2.7,1.1,2.7,12.0,8.51,2018,PF,25,1.0,0.0,0.0,0.0,0.0
Dillon Brooks,Oregon,109.0,98.0,28.9,5.4,11.4,0.472,4.2,8.0,0.518,1.2,3.4,0.362,2.8,3.5,0.794,1.6,2.9,4.5,2.6,0.9,0.5,2.1,2.9,14.8,8.23,2018,SF,22,3.1,1.6,0.9,0.2,11.0
Sterling Brown,Washington,32.0,0.0,4.9,0.6,1.4,0.435,0.4,0.9,0.483,0.2,0.5,0.353,0.3,0.5,0.5329999999999999,0.3,0.4,0.8,0.4,0.1,0.0,0.3,0.7,1.7,10.11,2018,SG,22,2.6,0.5,0.6,0.2,4.0
Thomas Bryant,Indiana,69.0,69.0,25.3,4.4,7.5,0.5920000000000001,4.0,6.4,0.63,0.4,1.1,0.373,3.0,4.1,0.718,2.1,4.1,6.2,1.2,0.6,1.2,2.0,2.9,12.2,7.53,2018,C,20,1.1,0.4,0.1,0.1,1.5
Alex Caruso,Texas A&M,137.0,120.0,28.7,2.8,6.1,0.455,2.1,4.2,0.509,0.7,2.0,0.34,1.7,2.5,0.685,0.8,3.0,3.7,4.7,2.0,0.4,2.5,2.5,8.0,5.71,2018,PG,23,1.8,2.0,0.6,0.3,3.6
Gian Clavell,Colorado State,70.0,39.0,31.0,5.0,11.9,0.418,2.9,6.0,0.473,2.1,5.9,0.362,3.1,4.4,0.698,0.9,4.2,5.2,1.7,1.3,0.6,1.6,2.2,15.2,1.47,2018,SG,24,1.0,0.4,0.3,0.0,2.9
Antonius Cleveland,Southeast Missouri State,121.0,108.0,28.8,4.8,9.8,0.494,4.3,8.0,0.54,0.5,1.8,0.28800000000000003,2.7,4.4,0.612,1.4,3.3,4.7,2.0,1.3,0.6,1.9,2.6,12.9,-4.51,2018,SG,23,0.8,0.1,0.4,0.3,1.4
John Collins,Wake Forest,64.0,34.0,20.7,4.9,8.2,0.601,4.9,8.2,0.602,0.0,0.0,0.0,3.6,4.9,0.7290000000000001,2.8,4.2,7.0,0.4,0.5,1.2,1.4,2.8,13.4,10.16,2018,PF,20,7.3,1.3,0.6,1.1,10.5
Zach Collins,Gonzaga,39.0,0.0,17.3,3.5,5.3,0.652,3.2,4.8,0.672,0.3,0.5,0.476,2.8,3.8,0.743,1.7,4.2,5.9,0.4,0.5,1.8,1.5,2.7,10.0,4.13,2018,C,20,3.3,0.8,0.3,0.5,4.4
Kyle Collinsworth,BYU,140.0,128.0,30.9,4.4,9.2,0.477,4.2,8.5,0.495,0.2,0.8,0.28,3.2,4.9,0.642,2.2,5.3,7.5,5.0,1.6,0.4,2.6,2.2,12.2,4.71,2018,SF,26,3.3,1.8,0.5,0.3,3.2
Matt Costello,Michigan State,138.0,62.0,16.5,2.4,4.2,0.5670000000000001,2.3,4.1,0.5760000000000001,0.0,0.1,0.16699999999999998,1.3,1.8,0.713,1.7,2.9,4.7,0.8,0.4,1.1,0.7,2.1,6.0,9.21,2018,C,24,2.3,0.5,0.5,0.5,1.0
Torrey Craig,USC Upstate,131.0,124.0,31.0,5.7,13.8,0.413,3.4,6.9,0.495,2.3,6.9,0.33,2.6,3.8,0.6709999999999999,2.1,5.1,7.2,1.8,1.1,0.8,2.6,2.5,16.2,-2.98,2018,SF,27,3.3,0.6,0.3,0.4,4.2
Tyler Dorsey,Oregon,75.0,74.0,30.0,4.6,10.0,0.455,2.5,5.1,0.493,2.1,5.0,0.416,2.9,3.9,0.732,1.1,2.8,3.9,1.8,0.8,0.1,1.7,1.8,14.1,8.51,2018,SG,21,2.3,1.4,0.3,0.1,7.2
Milton Doyle,Loyola (IL),121.0,98.0,30.4,4.4,10.2,0.438,3.3,6.8,0.484,1.2,3.4,0.344,3.2,4.5,0.718,0.7,3.4,4.1,3.8,1.2,0.6,3.1,2.6,13.3,0.36,2018,SG,24,1.8,1.0,0.6,0.2,3.4
PJ Dozier,South Carolina,70.0,64.0,24.0,4.0,10.1,0.398,3.3,7.4,0.442,0.7,2.7,0.277,1.6,2.8,0.579,0.9,3.0,3.9,2.4,1.3,0.3,2.4,2.6,10.4,7.99,2018,PG,21,0.5,0.0,0.0,0.0,1.0
Jawun Evans,Oklahoma State,54.0,52.0,29.1,5.7,12.7,0.448,4.7,10.2,0.458,1.0,2.5,0.407,4.2,5.1,0.818,0.6,3.2,3.8,5.8,1.5,0.1,2.7,2.4,16.6,10.51,2018,PG,21,1.8,2.1,0.8,0.1,4.8
Markelle Fultz,Washington,25.0,25.0,35.7,8.4,17.6,0.476,6.3,12.5,0.502,2.1,5.0,0.413,4.4,6.7,0.649,1.3,4.4,5.7,5.9,1.6,1.2,3.2,2.5,23.2,6.82,2018,SG,19,3.1,3.8,0.9,0.3,7.1
Daniel Hamilton,UConn,71.0,71.0,31.6,4.2,10.9,0.384,2.9,7.1,0.409,1.3,3.9,0.337,2.0,2.6,0.772,1.0,7.3,8.3,4.2,1.0,0.4,2.3,2.1,11.7,5.25,2018,SG,22,0.8,1.3,0.2,0.0,2.0
Shaquille Harrison,Tulsa,133.0,133.0,30.2,3.9,8.7,0.444,3.6,7.5,0.479,0.2,1.2,0.21600000000000005,3.2,4.9,0.645,0.9,3.6,4.5,3.5,1.8,0.4,2.3,2.3,11.1,2.67,2018,PG,24,2.7,2.4,1.1,0.3,6.6
Josh Hart,Villanova,146.0,77.0,28.0,4.6,9.1,0.511,3.2,5.4,0.5920000000000001,1.4,3.6,0.389,2.5,3.4,0.72,1.7,3.8,5.6,1.8,1.1,0.3,1.3,2.2,13.2,8.51,2018,SG,22,4.2,1.3,0.7,0.3,7.9
Nigel Hayes,Wisconsin,150.0,112.0,29.6,4.0,9.1,0.446,3.4,7.0,0.478,0.7,2.0,0.332,3.6,5.5,0.6659999999999999,1.8,3.5,5.3,2.1,0.9,0.4,1.6,2.1,12.4,9.82,2018,SF,23,2.4,0.7,0.2,0.3,3.0
Reggie Hearn,Northwestern,95.0,63.0,20.2,2.3,5.1,0.457,1.5,2.8,0.541,0.8,2.3,0.353,1.6,2.1,0.752,0.7,2.1,2.8,1.0,0.6,0.2,1.2,1.9,7.1,7.17,2018,SG,26,0.0,0.0,0.0,0.0,1.0
Isaiah Hicks,UNC,151.0,45.0,16.2,2.8,4.9,0.573,2.8,4.9,0.5770000000000001,0.0,0.0,0.16699999999999998,1.8,2.5,0.725,1.5,2.2,3.6,0.7,0.3,0.5,1.1,2.5,7.4,10.66,2018,PF,23,2.3,0.9,0.1,0.2,4.4
John Holland,Boston University,129.0,108.0,32.5,5.6,12.9,0.434,3.6,7.4,0.493,2.0,5.6,0.355,4.0,4.9,0.807,1.7,3.9,5.6,1.2,1.6,0.3,1.9,2.5,17.1,-4.23,2018,SF,29,1.0,0.2,0.3,0.1,2.3
Vince Hunter,UTEP,67.0,58.0,27.1,4.9,9.1,0.54,4.9,8.9,0.544,0.1,0.2,0.333,3.7,6.1,0.604,2.5,5.4,7.9,1.5,1.0,0.9,2.4,3.1,13.6,-0.23,2018,PF,23,0.8,0.0,0.0,0.3,1.5
Andre Ingram,American,118.0,117.0,33.2,4.7,12.1,0.393,2.5,6.2,0.401,2.2,5.8,0.385,2.3,2.9,0.787,0.9,3.6,4.5,1.7,1.0,0.1,1.8,1.7,14.0,-5.01,2018,SG,32,3.0,3.5,1.5,1.5,12.0
